,Unnamed: 0,temperature (K),x(1),x(2),ln_gamma_1,ln_gamma_2,cas_number_1,cas_number_2,names_1,names_2,SMILES_x,NAME_x,boilingPoint[K]_x,cas_number_x,SMILES_y,NAME_y,boilingPoint[K]_y,cas_number_y
272,272,298.15,0.8,0.2,0.01042242,0.25061431,97-63-2,67-64-1,ethylmethacrylate,propanone,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,CC(C)=O,acetone,329.15,67-64-1
273,273,298.15,0.9,0.1,0.00247377,0.2955366,97-63-2,67-64-1,ethylmethacrylate,propanone,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,CC(C)=O,acetone,329.15,67-64-1
274,274,298.15,1.0,0.0,0.0,0.34193529,97-63-2,67-64-1,ethylmethacrylate,propanone,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,CC(C)=O,acetone,329.15,67-64-1
275,275,298.15,0.0,1.0,0.90732935,0.0,75-29-6,110-82-7,2-chloropropane,cyclohexane,CC(C)Cl,isopropyl chloride,308.89,75-29-6,C1CCCCC1,cyclohexane,353.9,110-82-7
276,276,298.15,0.1,0.9,0.70585652,0.01040014,75-29-6,110-82-7,2-chloropropane,cyclohexane,CC(C)Cl,isopropyl chloride,308.89,75-29-6,C1CCCCC1,cyclohexane,353.9,110-82-7
277,277,298.15,0.2,0.8,0.54112675,0.03932933,75-29-6,110-82-7,2-chloropropane,cyclohexane,CC(C)Cl,isopropyl chloride,308.89,75-29-6,C1CCCCC1,cyclohexane,353.9,110-82-7
278,278,298.15,0.3,0.7,0.40463406,0.08471761,75-29-6,110-82-7,2-chloropropane,cyclohexane,CC(C)Cl,isopropyl chloride,308.89,75-29-6,C1CCCCC1,cyclohexane,353.9,110-82-7
279,279,298.15,0.4,0.6,0.29174591,0.14541332,75-29-6,110-82-7,2-chloropropane,cyclohexane,CC(C)Cl,isopropyl chloride,308.89,75-29-6,C1CCCCC1,cyclohexane,353.9,110-82-7
280,280,298.15,0.5,0.5,0.1996042,0.22072548,75-29-6,110-82-7,2-chloropropane,cyclohexane,CC(C)Cl,isopropyl chloride,308.89,75-29-6,C1CCCCC1,cyclohexane,353.9,110-82-7
281,281,298.15,0.6,0.4,0.126295,0.31026687,75-29-6,110-82-7,2-chloropropane,cyclohexane,CC(C)Cl,isopropyl chloride,308.89,75-29-6,C1CCCCC1,cyclohexane,353.9,110-82-7
282,282,298.15,0.7,0.3,0.07046672,0.41390968,75-29-6,110-82-7,2-chloropropane,cyclohexane,CC(C)Cl,isopropyl chloride,308.89,75-29-6,C1CCCCC1,cyclohexane,353.9,110-82-7
283,283,298.15,0.8,0.2,0.03116772,0.5318085,75-29-6,110-82-7,2-chloropropane,cyclohexane,CC(C)Cl,isopropyl chloride,308.89,75-29-6,C1CCCCC1,cyclohexane,353.9,110-82-7
284,284,298.15,0.9,0.1,0.00777549,0.66447654,75-29-6,110-82-7,2-chloropropane,cyclohexane,CC(C)Cl,isopropyl chloride,308.89,75-29-6,C1CCCCC1,cyclohexane,353.9,110-82-7
285,285,298.15,1.0,0.0,0.0,0.81292733,75-29-6,110-82-7,2-chloropropane,cyclohexane,CC(C)Cl,isopropyl chloride,308.89,75-29-6,C1CCCCC1,cyclohexane,353.9,110-82-7
286,286,298.15,0.0,1.0,4.2324787,0.0,64-17-5,110-54-3,ethanol,hexane,CCO,ethanol,351.52,64-17-5,CCCCCC,hexane,341.85,110-54-3
287,287,298.15,0.1,0.9,2.12473357,0.06945878,64-17-5,110-54-3,ethanol,hexane,CCO,ethanol,351.52,64-17-5,CCCCCC,hexane,341.85,110-54-3
288,288,298.15,0.2,0.8,1.4831802,0.1793645,64-17-5,110-54-3,ethanol,hexane,CCO,ethanol,351.52,64-17-5,CCCCCC,hexane,341.85,110-54-3
289,289,298.15,0.3,0.7,1.07531325,0.31400053,64-17-5,110-54-3,ethanol,hexane,CCO,ethanol,351.52,64-17-5,CCCCCC,hexane,341.85,110-54-3
290,290,298.15,0.4,0.6,0.77669591,0.4741713,64-17-5,110-54-3,ethanol,hexane,CCO,ethanol,351.52,64-17-5,CCCCCC,hexane,341.85,110-54-3
291,291,298.15,0.5,0.5,0.54445431,0.66395248,64-17-5,110-54-3,ethanol,hexane,CCO,ethanol,351.52,64-17-5,CCCCCC,hexane,341.85,110-54-3
292,292,298.15,0.6,0.4,0.35966503,0.88990922,64-17-5,110-54-3,ethanol,hexane,CCO,ethanol,351.52,64-17-5,CCCCCC,hexane,341.85,110-54-3
293,293,298.15,0.7,0.3,0.21317365,1.1625776,64-17-5,110-54-3,ethanol,hexane,CCO,ethanol,351.52,64-17-5,CCCCCC,hexane,341.85,110-54-3
294,294,298.15,0.8,0.2,0.10193351,1.49802976,64-17-5,110-54-3,ethanol,hexane,CCO,ethanol,351.52,64-17-5,CCCCCC,hexane,341.85,110-54-3
295,295,298.15,0.9,0.1,0.02791567,1.9221662,64-17-5,110-54-3,ethanol,hexane,CCO,ethanol,351.52,64-17-5,CCCCCC,hexane,341.85,110-54-3
296,296,298.15,1.0,0.0,0.0,2.47161135,64-17-5,110-54-3,ethanol,hexane,CCO,ethanol,351.52,64-17-5,CCCCCC,hexane,341.85,110-54-3
297,297,298.15,0.0,1.0,-0.18529035,0.0,67-66-3,75-29-6,chcl3,2-chloropropane,ClC(Cl)Cl,chloroform,334.15,67-66-3,CC(C)Cl,isopropyl chloride,308.89,75-29-6
298,298,298.15,0.1,0.9,-0.16231403,-0.00128981,67-66-3,75-29-6,chcl3,2-chloropropane,ClC(Cl)Cl,chloroform,334.15,67-66-3,CC(C)Cl,isopropyl chloride,308.89,75-29-6
299,299,298.15,0.2,0.8,-0.13805635,-0.00565524,67-66-3,75-29-6,chcl3,2-chloropropane,ClC(Cl)Cl,chloroform,334.15,67-66-3,CC(C)Cl,isopropyl chloride,308.89,75-29-6
300,300,298.15,0.3,0.7,-0.11334532,-0.01396703,67-66-3,75-29-6,chcl3,2-chloropropane,ClC(Cl)Cl,chloroform,334.15,67-66-3,CC(C)Cl,isopropyl chloride,308.89,75-29-6
301,301,298.15,0.4,0.6,-0.0890204,-0.02714724,67-66-3,75-29-6,chcl3,2-chloropropane,ClC(Cl)Cl,chloroform,334.15,67-66-3,CC(C)Cl,isopropyl chloride,308.89,75-29-6
302,302,298.15,0.5,0.5,-0.06594437,-0.04612419,67-66-3,75-29-6,chcl3,2-chloropropane,ClC(Cl)Cl,chloroform,334.15,67-66-3,CC(C)Cl,isopropyl chloride,308.89,75-29-6
303,303,298.15,0.6,0.4,-0.04497841,-0.07186985,67-66-3,75-29-6,chcl3,2-chloropropane,ClC(Cl)Cl,chloroform,334.15,67-66-3,CC(C)Cl,isopropyl chloride,308.89,75-29-6
304,304,298.15,0.7,0.3,-0.02697939,-0.10545895,67-66-3,75-29-6,chcl3,2-chloropropane,ClC(Cl)Cl,chloroform,334.15,67-66-3,CC(C)Cl,isopropyl chloride,308.89,75-29-6
305,305,298.15,0.8,0.2,-0.01282158,-0.14815509,67-66-3,75-29-6,chcl3,2-chloropropane,ClC(Cl)Cl,chloroform,334.15,67-66-3,CC(C)Cl,isopropyl chloride,308.89,75-29-6
306,306,298.15,0.9,0.1,-0.00344638,-0.20168704,67-66-3,75-29-6,chcl3,2-chloropropane,ClC(Cl)Cl,chloroform,334.15,67-66-3,CC(C)Cl,isopropyl chloride,308.89,75-29-6
307,307,298.15,1.0,0.0,0.0,-0.26863527,67-66-3,75-29-6,chcl3,2-chloropropane,ClC(Cl)Cl,chloroform,334.15,67-66-3,CC(C)Cl,isopropyl chloride,308.89,75-29-6
308,308,298.15,0.0,1.0,0.88825177,0.0,67-56-1,67-71-0,methanol,dimethylsulfone,CO,methanol,337.85,67-56-1,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
309,309,298.15,0.1,0.9,0.84483947,0.00436443,67-56-1,67-71-0,methanol,dimethylsulfone,CO,methanol,337.85,67-56-1,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
310,310,298.15,0.2,0.8,0.73705676,0.02353138,67-56-1,67-71-0,methanol,dimethylsulfone,CO,methanol,337.85,67-56-1,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
311,311,298.15,0.3,0.7,0.62453443,0.06119514,67-56-1,67-71-0,methanol,dimethylsulfone,CO,methanol,337.85,67-56-1,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
312,312,298.15,0.4,0.6,0.51166759,0.12222645,67-56-1,67-71-0,methanol,dimethylsulfone,CO,methanol,337.85,67-56-1,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
313,313,298.15,0.5,0.5,0.40043359,0.21365442,67-56-1,67-71-0,methanol,dimethylsulfone,CO,methanol,337.85,67-56-1,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
314,314,298.15,0.6,0.4,0.29281603,0.34595278,67-56-1,67-71-0,methanol,dimethylsulfone,CO,methanol,337.85,67-56-1,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
315,315,298.15,0.7,0.3,0.1915879,0.53539673,67-56-1,67-71-0,methanol,dimethylsulfone,CO,methanol,337.85,67-56-1,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
316,316,298.15,0.8,0.2,0.10143166,0.80865238,67-56-1,67-71-0,methanol,dimethylsulfone,CO,methanol,337.85,67-56-1,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
317,317,298.15,0.9,0.1,0.03130872,1.21338009,67-56-1,67-71-0,methanol,dimethylsulfone,CO,methanol,337.85,67-56-1,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
318,318,298.15,1.0,0.0,0.0,1.84993831,67-56-1,67-71-0,methanol,dimethylsulfone,CO,methanol,337.85,67-56-1,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
319,319,298.15,0.0,1.0,8.09239907,0.0,71-43-2,7732-18-5,benzene,h2o,c1ccccc1,benzene,353.15,71-43-2,O,water,373.15,7732-18-5
320,320,298.15,0.1,0.9,5.02413348,0.14354523,71-43-2,7732-18-5,benzene,h2o,c1ccccc1,benzene,353.15,71-43-2,O,water,373.15,7732-18-5
321,321,298.15,0.2,0.8,3.39079064,0.4241639,71-43-2,7732-18-5,benzene,h2o,c1ccccc1,benzene,353.15,71-43-2,O,water,373.15,7732-18-5
322,322,298.15,0.3,0.7,2.36839594,0.76073325,71-43-2,7732-18-5,benzene,h2o,c1ccccc1,benzene,353.15,71-43-2,O,water,373.15,7732-18-5
323,323,298.15,0.4,0.6,1.66891705,1.13473842,71-43-2,7732-18-5,benzene,h2o,c1ccccc1,benzene,353.15,71-43-2,O,water,373.15,7732-18-5
324,324,298.15,0.5,0.5,1.16276984,1.54719645,71-43-2,7732-18-5,benzene,h2o,c1ccccc1,benzene,353.15,71-43-2,O,water,373.15,7732-18-5
325,325,298.15,0.6,0.4,0.78311501,2.01042108,71-43-2,7732-18-5,benzene,h2o,c1ccccc1,benzene,353.15,71-43-2,O,water,373.15,7732-18-5
326,326,298.15,0.7,0.3,0.49235381,2.55093432,71-43-2,7732-18-5,benzene,h2o,c1ccccc1,benzene,353.15,71-43-2,O,water,373.15,7732-18-5
327,327,298.15,0.8,0.2,0.26841593,3.22693894,71-43-2,7732-18-5,benzene,h2o,c1ccccc1,benzene,353.15,71-43-2,O,water,373.15,7732-18-5
328,328,298.15,0.9,0.1,0.0996533,4.2069842,71-43-2,7732-18-5,benzene,h2o,c1ccccc1,benzene,353.15,71-43-2,O,water,373.15,7732-18-5
329,329,298.15,1.0,0.0,0.0,6.93903415,71-43-2,7732-18-5,benzene,h2o,c1ccccc1,benzene,353.15,71-43-2,O,water,373.15,7732-18-5
330,330,298.15,0.0,1.0,0.39787475,0.0,67-56-1,67-64-1,methanol,propanone,CO,methanol,337.85,67-56-1,CC(C)=O,acetone,329.15,67-64-1
331,331,298.15,0.1,0.9,0.27686176,0.00540059,67-56-1,67-64-1,methanol,propanone,CO,methanol,337.85,67-56-1,CC(C)=O,acetone,329.15,67-64-1
332,332,298.15,0.2,0.8,0.2025321,0.01809036,67-56-1,67-64-1,methanol,propanone,CO,methanol,337.85,67-56-1,CC(C)=O,acetone,329.15,67-64-1
333,333,298.15,0.3,0.7,0.14721599,0.03617769,67-56-1,67-64-1,methanol,propanone,CO,methanol,337.85,67-56-1,CC(C)=O,acetone,329.15,67-64-1
334,334,298.15,0.4,0.6,0.10348523,0.05939001,67-56-1,67-64-1,methanol,propanone,CO,methanol,337.85,67-56-1,CC(C)=O,acetone,329.15,67-64-1
335,335,298.15,0.5,0.5,0.06844258,0.08770287,67-56-1,67-64-1,methanol,propanone,CO,methanol,337.85,67-56-1,CC(C)=O,acetone,329.15,67-64-1
336,336,298.15,0.6,0.4,0.04103228,0.12078463,67-56-1,67-64-1,methanol,propanone,CO,methanol,337.85,67-56-1,CC(C)=O,acetone,329.15,67-64-1
337,337,298.15,0.7,0.3,0.02098863,0.15745114,67-56-1,67-64-1,methanol,propanone,CO,methanol,337.85,67-56-1,CC(C)=O,acetone,329.15,67-64-1
338,338,298.15,0.8,0.2,0.00810656,0.19521714,67-56-1,67-64-1,methanol,propanone,CO,methanol,337.85,67-56-1,CC(C)=O,acetone,329.15,67-64-1
339,339,298.15,0.9,0.1,0.00165873,0.23000831,67-56-1,67-64-1,methanol,propanone,CO,methanol,337.85,67-56-1,CC(C)=O,acetone,329.15,67-64-1
340,340,298.15,1.0,0.0,0.0,0.25568458,67-56-1,67-64-1,methanol,propanone,CO,methanol,337.85,67-56-1,CC(C)=O,acetone,329.15,67-64-1
341,341,298.15,0.0,1.0,1.87975923,0.0,75-05-8,142-96-1,acetonitrile,di-n-butylether,CC#N,acetonitrile,355.15,75-05-8,CCCCOCCCC,dibutyl ether,414.15,142-96-1
342,342,298.15,0.1,0.9,1.66047713,0.01221408,75-05-8,142-96-1,acetonitrile,di-n-butylether,CC#N,acetonitrile,355.15,75-05-8,CCCCOCCCC,dibutyl ether,414.15,142-96-1
343,343,298.15,0.2,0.8,1.41891294,0.05530464,75-05-8,142-96-1,acetonitrile,di-n-butylether,CC#N,acetonitrile,355.15,75-05-8,CCCCOCCCC,dibutyl ether,414.15,142-96-1
344,344,298.15,0.3,0.7,1.17028119,0.13853863,75-05-8,142-96-1,acetonitrile,di-n-butylether,CC#N,acetonitrile,355.15,75-05-8,CCCCOCCCC,dibutyl ether,414.15,142-96-1
345,345,298.15,0.4,0.6,0.92636966,0.27025903,75-05-8,142-96-1,acetonitrile,di-n-butylether,CC#N,acetonitrile,355.15,75-05-8,CCCCOCCCC,dibutyl ether,414.15,142-96-1
346,346,298.15,0.5,0.5,0.69624567,0.45910892,75-05-8,142-96-1,acetonitrile,di-n-butylether,CC#N,acetonitrile,355.15,75-05-8,CCCCOCCCC,dibutyl ether,414.15,142-96-1
347,347,298.15,0.6,0.4,0.48702246,0.71576576,75-05-8,142-96-1,acetonitrile,di-n-butylether,CC#N,acetonitrile,355.15,75-05-8,CCCCOCCCC,dibutyl ether,414.15,142-96-1
348,348,298.15,0.7,0.3,0.30466566,1.05611681,75-05-8,142-96-1,acetonitrile,di-n-butylether,CC#N,acetonitrile,355.15,75-05-8,CCCCOCCCC,dibutyl ether,414.15,142-96-1
349,349,298.15,0.8,0.2,0.15481246,1.50932332,75-05-8,142-96-1,acetonitrile,di-n-butylether,CC#N,acetonitrile,355.15,75-05-8,CCCCOCCCC,dibutyl ether,414.15,142-96-1
350,350,298.15,0.9,0.1,0.04584202,2.13774922,75-05-8,142-96-1,acetonitrile,di-n-butylether,CC#N,acetonitrile,355.15,75-05-8,CCCCOCCCC,dibutyl ether,414.15,142-96-1
351,351,298.15,1.0,0.0,0.0,3.05801187,75-05-8,142-96-1,acetonitrile,di-n-butylether,CC#N,acetonitrile,355.15,75-05-8,CCCCOCCCC,dibutyl ether,414.15,142-96-1
352,352,298.15,0.0,1.0,3.04707256,0.0,67-71-0,502-42-1,dimethylsulfone,cycloheptanone,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
353,353,298.15,0.1,0.9,2.29692851,0.038494,67-71-0,502-42-1,dimethylsulfone,cycloheptanone,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
354,354,298.15,0.2,0.8,1.72059734,0.13924012,67-71-0,502-42-1,dimethylsulfone,cycloheptanone,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
355,355,298.15,0.3,0.7,1.28557157,0.28351526,67-71-0,502-42-1,dimethylsulfone,cycloheptanone,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
356,356,298.15,0.4,0.6,0.95330022,0.46205461,67-71-0,502-42-1,dimethylsulfone,cycloheptanone,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
357,357,298.15,0.5,0.5,0.69066957,0.67692439,67-71-0,502-42-1,dimethylsulfone,cycloheptanone,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
358,358,298.15,0.6,0.4,0.47537644,0.94077028,67-71-0,502-42-1,dimethylsulfone,cycloheptanone,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
359,359,298.15,0.7,0.3,0.29577374,1.27587789,67-71-0,502-42-1,dimethylsulfone,cycloheptanone,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
360,360,298.15,0.8,0.2,0.14961996,1.71779604,67-71-0,502-42-1,dimethylsulfone,cycloheptanone,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
361,361,298.15,0.9,0.1,0.04396419,2.32571769,67-71-0,502-42-1,dimethylsulfone,cycloheptanone,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
362,362,298.15,1.0,0.0,0.0,3.21148903,67-71-0,502-42-1,dimethylsulfone,cycloheptanone,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
363,363,298.15,0.0,1.0,6.0091836,0.0,67-71-0,142-96-1,dimethylsulfone,di-n-butylether,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0,CCCCOCCCC,dibutyl ether,414.15,142-96-1
364,364,298.15,0.1,0.9,4.49922384,0.07551164,67-71-0,142-96-1,dimethylsulfone,di-n-butylether,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0,CCCCOCCCC,dibutyl ether,414.15,142-96-1
365,365,298.15,0.2,0.8,3.41925982,0.26321519,67-71-0,142-96-1,dimethylsulfone,di-n-butylether,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0,CCCCOCCCC,dibutyl ether,414.15,142-96-1
366,366,298.15,0.3,0.7,2.63319712,0.52419908,67-71-0,142-96-1,dimethylsulfone,di-n-butylether,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0,CCCCOCCCC,dibutyl ether,414.15,142-96-1
367,367,298.15,0.4,0.6,2.02337962,0.85280667,67-71-0,142-96-1,dimethylsulfone,di-n-butylether,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0,CCCCOCCCC,dibutyl ether,414.15,142-96-1
368,368,298.15,0.5,0.5,1.52390379,1.26270428,67-71-0,142-96-1,dimethylsulfone,di-n-butylether,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0,CCCCOCCCC,dibutyl ether,414.15,142-96-1
369,369,298.15,0.6,0.4,1.09777182,1.78600918,67-71-0,142-96-1,dimethylsulfone,di-n-butylether,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0,CCCCOCCCC,dibutyl ether,414.15,142-96-1
370,370,298.15,0.7,0.3,0.72396124,2.48524197,67-71-0,142-96-1,dimethylsulfone,di-n-butylether,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0,CCCCOCCCC,dibutyl ether,414.15,142-96-1
371,371,298.15,0.8,0.2,0.39789782,3.47398528,67-71-0,142-96-1,dimethylsulfone,di-n-butylether,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0,CCCCOCCCC,dibutyl ether,414.15,142-96-1
372,372,298.15,0.9,0.1,0.13383001,5.00692435,67-71-0,142-96-1,dimethylsulfone,di-n-butylether,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0,CCCCOCCCC,dibutyl ether,414.15,142-96-1
373,373,298.15,1.0,0.0,0.0,7.85042266,67-71-0,142-96-1,dimethylsulfone,di-n-butylether,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0,CCCCOCCCC,dibutyl ether,414.15,142-96-1
374,374,298.15,0.0,1.0,1.43641816,0.0,502-42-1,110-54-3,cycloheptanone,hexane,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1,CCCCCC,hexane,341.85,110-54-3
375,375,298.15,0.1,0.9,1.01135396,0.02110948,502-42-1,110-54-3,cycloheptanone,hexane,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1,CCCCCC,hexane,341.85,110-54-3
376,376,298.15,0.2,0.8,0.72096312,0.07165009,502-42-1,110-54-3,cycloheptanone,hexane,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1,CCCCCC,hexane,341.85,110-54-3
377,377,298.15,0.3,0.7,0.51029787,0.14141219,502-42-1,110-54-3,cycloheptanone,hexane,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1,CCCCCC,hexane,341.85,110-54-3
378,378,298.15,0.4,0.6,0.35352518,0.2255642,502-42-1,110-54-3,cycloheptanone,hexane,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1,CCCCCC,hexane,341.85,110-54-3
379,379,298.15,0.5,0.5,0.23548092,0.32204542,502-42-1,110-54-3,cycloheptanone,hexane,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1,CCCCCC,hexane,341.85,110-54-3
380,380,298.15,0.6,0.4,0.14661873,0.43072449,502-42-1,110-54-3,cycloheptanone,hexane,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1,CCCCCC,hexane,341.85,110-54-3
381,381,298.15,0.7,0.3,0.08105175,0.55281332,502-42-1,110-54-3,cycloheptanone,hexane,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1,CCCCCC,hexane,341.85,110-54-3
382,382,298.15,0.8,0.2,0.03552877,0.69014717,502-42-1,110-54-3,cycloheptanone,hexane,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1,CCCCCC,hexane,341.85,110-54-3
383,383,298.15,0.9,0.1,0.00865794,0.84405626,502-42-1,110-54-3,cycloheptanone,hexane,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1,CCCCCC,hexane,341.85,110-54-3
384,384,298.15,1.0,0.0,0.0,1.01397879,502-42-1,110-54-3,cycloheptanone,hexane,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1,CCCCCC,hexane,341.85,110-54-3
385,385,298.15,0.0,1.0,0.73727278,0.0,75-05-8,97-63-2,acetonitrile,ethylmethacrylate,CC#N,acetonitrile,355.15,75-05-8,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2
386,386,298.15,0.1,0.9,0.64002968,0.00534863,75-05-8,97-63-2,acetonitrile,ethylmethacrylate,CC#N,acetonitrile,355.15,75-05-8,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2
387,387,298.15,0.2,0.8,0.54243384,0.02278598,75-05-8,97-63-2,acetonitrile,ethylmethacrylate,CC#N,acetonitrile,355.15,75-05-8,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2
388,388,298.15,0.3,0.7,0.44594431,0.05517878,75-05-8,97-63-2,acetonitrile,ethylmethacrylate,CC#N,acetonitrile,355.15,75-05-8,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2
389,389,298.15,0.4,0.6,0.35237069,0.10582378,75-05-8,97-63-2,acetonitrile,ethylmethacrylate,CC#N,acetonitrile,355.15,75-05-8,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2
390,390,298.15,0.5,0.5,0.26380357,0.17861602,75-05-8,97-63-2,acetonitrile,ethylmethacrylate,CC#N,acetonitrile,355.15,75-05-8,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2
391,391,298.15,0.6,0.4,0.1826944,0.27822538,75-05-8,97-63-2,acetonitrile,ethylmethacrylate,CC#N,acetonitrile,355.15,75-05-8,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2
392,392,298.15,0.7,0.3,0.11188214,0.41052415,75-05-8,97-63-2,acetonitrile,ethylmethacrylate,CC#N,acetonitrile,355.15,75-05-8,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2
393,393,298.15,0.8,0.2,0.05464632,0.58378096,75-05-8,97-63-2,acetonitrile,ethylmethacrylate,CC#N,acetonitrile,355.15,75-05-8,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2
394,394,298.15,0.9,0.1,0.01520105,0.81076045,75-05-8,97-63-2,acetonitrile,ethylmethacrylate,CC#N,acetonitrile,355.15,75-05-8,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2
395,395,298.15,1.0,0.0,0.0,1.10701757,75-05-8,97-63-2,acetonitrile,ethylmethacrylate,CC#N,acetonitrile,355.15,75-05-8,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2
396,396,298.15,0.0,1.0,0.30811946,0.0,75-05-8,502-42-1,acetonitrile,cycloheptanone,CC#N,acetonitrile,355.15,75-05-8,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
397,397,298.15,0.1,0.9,0.27831843,0.0016696,75-05-8,502-42-1,acetonitrile,cycloheptanone,CC#N,acetonitrile,355.15,75-05-8,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
398,398,298.15,0.2,0.8,0.24299769,0.00806056,75-05-8,502-42-1,acetonitrile,cycloheptanone,CC#N,acetonitrile,355.15,75-05-8,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
399,399,298.15,0.3,0.7,0.20339163,0.02148159,75-05-8,502-42-1,acetonitrile,cycloheptanone,CC#N,acetonitrile,355.15,75-05-8,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
400,400,298.15,0.4,0.6,0.16120377,0.04454436,75-05-8,502-42-1,acetonitrile,cycloheptanone,CC#N,acetonitrile,355.15,75-05-8,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
401,401,298.15,0.5,0.5,0.11911043,0.07944867,75-05-8,502-42-1,acetonitrile,cycloheptanone,CC#N,acetonitrile,355.15,75-05-8,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
402,402,298.15,0.6,0.4,0.07961996,0.12832189,75-05-8,502-42-1,acetonitrile,cycloheptanone,CC#N,acetonitrile,355.15,75-05-8,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
403,403,298.15,0.7,0.3,0.04567228,0.19218443,75-05-8,502-42-1,acetonitrile,cycloheptanone,CC#N,acetonitrile,355.15,75-05-8,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
404,404,298.15,0.8,0.2,0.02004404,0.27023613,75-05-8,502-42-1,acetonitrile,cycloheptanone,CC#N,acetonitrile,355.15,75-05-8,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
