InChIKey,smiles_canon,LogS,occurence,solvent_id,solute_id,hybrid_class
VYAGDYWTCWDKIS-UHFFFAOYSA-N,CCC(Oc1c(I)cc(I)cc1I)C(=O)O,-6.833160214,1.0,solvent_844,solute_6298,"polar,large"
TZLVOSZIPXICJI-UHFFFAOYSA-N,Cc1cccc(C)c1C(=O)Oc1ccc(N(CCCl)CCCl)cc1,-6.829816302,1.0,solvent_844,solute_6299,"polar,large"
UPHWVVKYDQHTCF-UHFFFAOYSA-N,CC(=O)O.CCCCCCCCCCCCCCCCCCN,-6.829526532,1.0,solvent_844,solute_6300,"polar,large"
TUTHZCGVRIGJOK-HABIVSBTSA-N,Cl.Cl.OCCN1CCN(CCC=C2c3cc(Cl)ccc3Sc3ccc(Br)cc32)CC1,-6.828206792,1.0,solvent_844,solute_6301,"polar,large"
KSOHFVDMHBOJLF-UHFFFAOYSA-N,CC(Cc1ccccc1)NCC1CCC(CNC(C)Cc2ccccc2)CC1.Cl.Cl,-6.826017086,1.0,solvent_844,solute_6302,"polar,large"
NRFGEDASJHBPPN-UHFFFAOYSA-N,CC(=O)Oc1c(Br)cc(Cl)cc1C(=S)Nc1ccc(Br)cc1,-6.815467205,1.0,solvent_844,solute_6304,"polar,large"
KETJZVQYVUKNHG-UHFFFAOYSA-N,Cl.Clc1ccc(Sc2cc(Cl)ccc2NCCCN2CCCCC2)cc1,-6.807957607,1.0,solvent_844,solute_6305,"non-polar,large"
GJFGPQLNCBQNPS-UHFFFAOYSA-N,COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(CC=C(C)C)CC2,-6.804055841,1.0,solvent_844,solute_6306,"polar,large"
APZDIQXJAZNFJM-UHFFFAOYSA-N,CC(CN(C(C)C)C(C)C)OC(=O)N1c2ccccc2Sc2cccnc21.Cl,-6.799869877,1.0,solvent_844,solute_6307,"polar,large"
QZUCYFDJFTZLNK-UHFFFAOYSA-N,O=C(O)COc1c(I)cc(I)cc1I,-6.790655823,1.0,solvent_844,solute_6309,"polar,large"
SRYJGFZDCPAKOC-LFYAFSDUSA-N,CN(CCC=C1c2ccccc2Sc2ccc(Cl)cc21)C1CCCC1.Cl,-6.788105327,1.0,solvent_844,solute_6310,"non-polar,large"
LFTDPULWBZMYIZ-UHFFFAOYSA-N,O=C(CCN1CCCCC1)Nc1cc(Cl)ccc1Sc1ccc(Cl)cc1,-6.784745668,1.0,solvent_844,solute_6311,"polar,large"
KCGUXDJRVTZQAT-UHFFFAOYSA-N,O=C(CCN1CCCCC1)Nc1ccc(Cl)cc1Sc1ccc(Cl)cc1,-6.784745668,1.0,solvent_844,solute_6312,"polar,large"
LDPFAJVAGABIAZ-MKNSLJMYSA-N,CCC(CC)CCN1CCC23CCCCC2C1Cc1ccc(OC)cc13.O=C(O)C(O)C(O)C(=O)O,-6.779572452,1.0,solvent_844,solute_6313,"polar,large"
FZDWNMZVOSEQPI-UHFFFAOYSA-N,COc1ccc(C(=O)Oc2ccc(N(CCBr)CCBr)cc2)cc1,-6.778685458,1.0,solvent_844,solute_6314,"polar,large"
GWQUZVAKPOUIRG-UHFFFAOYSA-N,COc1cccc(C(=O)Oc2ccc(N(CCBr)CCBr)cc2)c1,-6.778685458,1.0,solvent_844,solute_6315,"polar,large"
VDNJCIPRRIYXKZ-UHFFFAOYSA-N,CN(C)C1CCC2(CC1)c1ccccc1CCc1ccccc12.Cl,-6.770500322,1.0,solvent_844,solute_6316,"non-polar,large"
BBFQZRXNYIEMAW-UHFFFAOYSA-N,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-6.764096592,1.0,solvent_844,solute_6318,"polar,large"
YGRPUMAHIJPCOE-UHFFFAOYSA-N,Cl.Cl.Clc1ccccc1CNCC1=CCC(CNCc2ccccc2Cl)CC1,-6.758570063,1.0,solvent_844,solute_6319,"polar,large"
FQNNIZDWNAHSKK-UHFFFAOYSA-N,C1=CC(CNCC2CCC(CNCC3C=CCCC3)CC2)CCC1.Cl.Cl,-6.745479711,1.0,solvent_844,solute_6320,"polar,large"
VBGLYOIFKLUMQG-UHFFFAOYSA-N,CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,-6.741542243,1.0,solvent_844,solute_6321,"polar,large"
DRLLEHPFGRESBT-UHFFFAOYSA-N,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.Cl.Cl,-6.736009183,1.0,solvent_844,solute_6322,"polar,large"
IBVBFSLPVBAYSV-SRJUEMFDSA-N,C[NH+](C)CCC=C1c2ccccc2CCc2ccc(Cl)cc21.[Cl-],-6.730392184,1.0,solvent_844,solute_6323,"non-polar,large"
FLKWNFFCSSJANB-UHFFFAOYSA-N,CCC(=O)n1c(=O)n(C2CCN(CCC(C#N)(c3ccccc3)c3ccccc3)CC2)c2ccccc21,-6.73005063,1.0,solvent_844,solute_6324,"polar,large"
TZWQBGUNOCNPLF-UHFFFAOYSA-N,Brc1ccc(SCCCCCCCCCCN2CCSC2)nc1.Cl.Cl,-6.728166956,1.0,solvent_844,solute_6326,"non-polar,large"
NYVYQBXTIUYRRP-UHFFFAOYSA-N,C1=CC2CC1CC2CNCC1CCC(CNCC2CC3C=CC2C3)CC1.Cl.Cl,-6.726759709,1.0,solvent_844,solute_6327,"polar,large"
TXVGQCHMEAUKDG-YGICXTQQSA-N,Cl.Oc1ccc2c(c1)C13CCCCC1C(C2)N(CCC1=CCCCC1)CC3,-6.725499911,1.0,solvent_844,solute_6328,"polar,large"
QETMIYRHIXHGJK-MHTZHOPKSA-N,CCN(CC)CCN=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,-6.712689826,1.0,solvent_844,solute_6329,"polar,large"
DDZPFBBCIRKVTQ-UHFFFAOYSA-N,CCCCOc1ccc(OCC(=O)N(CCC[NH+](CC)CC)c2cccc(OC)c2)cc1.[Cl-],-6.708185268,1.0,solvent_844,solute_6330,"polar,large"
KRWCIQBJZIARTN-UHFFFAOYSA-N,CCCCOc1ccc(OCC(=O)N(CC[NH+](CC)CC)c2cccc(OCC)c2)cc1.[Cl-],-6.708185268,1.0,solvent_844,solute_6331,"polar,large"
JIOPMQJPYHJGJA-UHFFFAOYSA-N,CCCCC1=CC(C)(C)N(C(=O)CN(C)Cc2ccccc2)C(C)(C)C1,-6.699645307,1.0,solvent_844,solute_6333,"polar,large"
JCKOFFJWBOVAAV-UHFFFAOYSA-N,Cc1cc(C(=O)c2cc(I)c(O)c(I)c2)c(C)o1,-6.698996906,1.0,solvent_844,solute_6334,"polar,large"
BSVYJQAWONIOOU-UHFFFAOYSA-N,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2.Cl.Cl,-6.696706859,1.0,solvent_844,solute_6335,"polar,large"
WBERNRVMJQYKKR-UHFFFAOYSA-N,CN(C)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,-6.689924547,1.0,solvent_844,solute_6336,"polar,large"
HATPKJUIWSKCJI-UHFFFAOYSA-M,CCCCC(C(=O)[O-])C(=O)N1c2ccccc2NC(=O)c2ccccc21.[Na+],-6.682323774,1.0,solvent_844,solute_6337,"polar,large"
SHTAFWKOISOCBI-UHFFFAOYSA-N,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1.Cl,-6.676521367,1.0,solvent_844,solute_6338,"polar,large"
KVNCMNVGQHEHGC-UHFFFAOYSA-N,CC(C)N(CCSC(=O)N1c2cccnc2Sc2c1cccc2C(F)(F)F)C(C)C,-6.674466653,1.0,solvent_844,solute_6339,"polar,large"
FRQSLQPWXFAJFO-UHFFFAOYSA-N,CCOCOC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,-6.665790559,1.0,solvent_844,solute_6340,"polar,large"
ZOWYFYXTIWQBEP-UHFFFAOYSA-N,CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC,-6.664874603,1.0,solvent_844,solute_6341,"polar,large"
CFAPPJQXJQUYNZ-AUUXLREUSA-N,COC(=O)CCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1.Cl.Cl,-6.663362683,1.0,solvent_844,solute_6342,"polar,large"
RSXZRFHNNTTWCB-UHFFFAOYSA-N,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1.Cl,-6.661040007,1.0,solvent_844,solute_6343,"non-polar,large"
IHUNBGSDBOWDMA-AQFIFDHZSA-N,COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C,-6.651070519,1.0,solvent_844,solute_6345,"polar,large"
FUSNMLFNXJSCDI-UHFFFAOYSA-N,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,-6.641629837,1.0,solvent_844,solute_6346,"non-polar,large"
WHQCHUCQKNIQEC-UHFFFAOYSA-N,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,-6.626588273,1.0,solvent_844,solute_6347,"polar,large"
RILGWRDUQRNRJM-LBCIAOCBSA-M,C=CC1C[N+]2(CCCCC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12.[Cl-],-6.625894228,1.0,solvent_844,solute_6348,"polar,large"
GVOUFPWUYJWQSK-UHFFFAOYSA-N,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,-6.62420966,1.0,solvent_844,solute_6349,"polar,large"
HWLKAQICMUZYAG-UHFFFAOYSA-N,C1CCC(CNCC2CCC(CNC3CCCCC3)CC2)CC1.Cl.Cl,-6.623184165,1.0,solvent_844,solute_6350,"polar,large"
DTVMSQHPXIPLED-BTJKTKAUSA-N,C1=Cc2ccccc2C2(OCC(CN3CCCCC3)O2)c2ccccc21.O=C(O)C=CC(=O)O,-6.616859825,1.0,solvent_844,solute_6351,"polar,large"
BTFMCMVEUCGQDX-UHFFFAOYSA-N,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,-6.603942653,1.0,solvent_844,solute_6352,"polar,large"
NYFGFEHEOLLIMX-UHFFFAOYSA-N,CCCCOc1ccc(OCC(=O)N(CCN2CCCCC2)c2cccc(OC)c2)cc1.Cl,-6.595771238,1.0,solvent_844,solute_6355,"polar,large"
XMLGEAMAMPIBRC-UHFFFAOYSA-N,Nc1ccc(N2CCN(CCC(c3ccccc3)(c3ccccc3)c3ccccc3)CC2)nn1,-6.573646979,1.0,solvent_844,solute_6357,"polar,large"
ZSZDLICNXAEVQW-UHFFFAOYSA-N,CCC1=NCCC1(c1ccccc1)c1ccccc1,-6.570746744,1.0,solvent_844,solute_6358,"non-polar,small"
FTNWXGFYRHWUKG-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21.Cl,-6.564506404,1.0,solvent_844,solute_6359,"non-polar,large"
FOPVWIQJESKKKW-UHFFFAOYSA-N,CCC(C)NCC1COC2(O1)c1ccccc1CCc1ccccc12.O=C(O)C(=O)O,-6.559051074,1.0,solvent_844,solute_6360,"polar,large"
YSMRWXYRXBRSND-UHFFFAOYSA-N,Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,-6.557682892,1.0,solvent_844,solute_6361,"polar,large"
BOAAOVKNVJHBAN-ZXDBEMHSSA-N,CN(C)CCC=C1c2ccccc2Sc2cccc(C(F)(F)F)c21.Cl,-6.557060603,1.0,solvent_844,solute_6362,"non-polar,large"
PURWGRLHMWOIRC-UHFFFAOYSA-N,NC(=O)N1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,-6.556023448,1.0,solvent_844,solute_6363,"polar,large"
NOZSPKHARJALMX-UHFFFAOYSA-N,CC(C)=CCC(C#N)(CCN1CCCCC1)c1cccc2ccccc12.Cl,-6.553787792,1.0,solvent_844,solute_6364,"polar,large"
YGGWVLPESBDDGW-UHFFFAOYSA-N,CN(C)CCCN1c2cc(Cl)ccc2Sc2cc(O)c(O)cc21.Cl,-6.538850779,1.0,solvent_844,solute_6367,"polar,large"
URXQDXAVUYKSCK-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC[NH+](C)C.[Cl-],-6.537272992,1.0,solvent_844,solute_6368,"non-polar,large"
LUWRORGRVIUPSU-RFAYYOGSSA-N,Cc1ccc(NN=C2C(=O)CC(C)(C)CC2=NNC(=O)c2cnc(C)[nH]c2=O)cc1,-6.535604709,1.0,solvent_844,solute_6369,"polar,large"
BPLUKJNHPBNVQL-UHFFFAOYSA-N,c1ccc([As](c2ccccc2)c2ccccc2)cc1,-6.532688851,1.0,solvent_844,solute_6370,"non-polar,large"
IMNYNMDGLNYDIY-SRJUEMFDSA-N,C[NH+](C)CCC=C1c2ccccc2C=Cc2ccc(Cl)cc21.[Cl-],-6.530846062,1.0,solvent_844,solute_6371,"non-polar,large"
QSHDDOUJBYECFT-UHFFFAOYSA-N,[Hg],-6.524162358,1.0,solvent_844,solute_6373,"non-polar,small"
LSVAHJRFSZHOBF-UHFFFAOYSA-N,c1ccc(C(CCN2CCN(c3ncccn3)CC2)(c2ccccc2)c2ccccc2)cc1,-6.51750281,1.0,solvent_844,solute_6374,"polar,large"
BYTVUZSLDOOEOJ-UHFFFAOYSA-N,c1ccc(C(CCN2CCN(c3cnccn3)CC2)(c2ccccc2)c2ccccc2)cc1,-6.51750281,1.0,solvent_844,solute_6375,"polar,large"
DRQHMYYWGQFHOV-UHFFFAOYSA-N,CC(C)=CCC(CCN1CCCCC1)(C(N)=O)c1cccc2ccccc12,-6.516413859,1.0,solvent_844,solute_6376,"polar,large"
OLGVYMCHLGYBAQ-UHFFFAOYSA-N,CC(C)=CCN(CC=C(C)C)CCC(C(N)=O)c1cccc2ccccc12,-6.508658394,1.0,solvent_844,solute_6377,"polar,large"
VRBJICNRMCPYFG-UHFFFAOYSA-N,COc1cc2c(cc1OC)C(CCc1cc(Cl)c(Cl)c(Cl)c1)[NH+](C)CC2.[Cl-],-6.508249728,1.0,solvent_844,solute_6378,"polar,large"
KJTKQMGARPGBEV-UHFFFAOYSA-N,CC(=O)O.CC(=O)O.Clc1ccccc1CCNC1CCC(NCCc2ccccc2Cl)CC1,-6.507434937,1.0,solvent_844,solute_6379,"polar,large"
XCPGHVQEEXUHNC-UHFFFAOYSA-N,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,-6.502883221,1.0,solvent_844,solute_6380,"polar,large"
SXYLQUYLIISZOT-UHFFFAOYSA-N,O=C(Oc1ccc(N(CCCl)CCCl)cc1)c1cccc(Cl)c1,-6.492143199,1.0,solvent_844,solute_6381,"polar,large"
SWPGGPQCAMUQDY-UHFFFAOYSA-N,O=C(Oc1ccc(N(CCBr)CCBr)cc1)c1ccccc1,-6.49068708,1.0,solvent_844,solute_6382,"polar,large"
QIFHNTOKFMLIEO-UHFFFAOYSA-N,Cl.Cl.OCCN1CCN(CCC=C2c3cc(Cl)ccc3Sc3ccc(Cl)cc32)CC1,-6.475690839,1.0,solvent_844,solute_6385,"polar,large"
COUZOQKUCIBMSF-UHFFFAOYSA-N,Cl.Cl.Clc1ccccc1CNCC1CCC(CNC2CCCCC2)CC1,-6.472895446,1.0,solvent_844,solute_6386,"polar,large"
POAXZLNEIRHMQK-UHFFFAOYSA-N,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2ccc(OC)cc2OC)cc1.Cl,-6.471938743,1.0,solvent_844,solute_6387,"polar,large"
FPKXTKCPROWUMS-UHFFFAOYSA-N,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2cc(OC)ccc2OC)cc1.Cl,-6.471938743,1.0,solvent_844,solute_6388,"polar,large"
WZUMCRQKXQMYEY-UHFFFAOYSA-N,COc1cc2c(cc1OC)C(CCc1ccc(Cl)c(Cl)c1Cl)N(C)CC2,-6.471659417,1.0,solvent_844,solute_6389,"polar,large"
IJLARBWXSSXHNL-UHFFFAOYSA-N,COc1cc2c(cc1OC)C(CCc1cc(Cl)c(Cl)cc1Cl)N(C)CC2,-6.471659417,1.0,solvent_844,solute_6390,"polar,large"
VXJXLPVDCAXFRR-BTJKTKAUSA-N,CCCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2.O=C(O)C=CC(=O)O,-6.471240042,1.0,solvent_844,solute_6391,"polar,large"
ZYMUNTZVOUBQAI-JSAVKQRWSA-N,COc1ccc(C=C2CCCC(=Cc3ccc(OC)cc3)C2=O)cc1,-6.467380911,1.0,solvent_844,solute_6392,"polar,large"
FEUBUXUFKHXRKO-UHFFFAOYSA-N,Cl.O=C(OCCOCCN1CCCCC1)N1c2ccccc2Sc2cccnc21,-6.466267359,1.0,solvent_844,solute_6393,"polar,large"
ITYHHDFUDHMOMP-UHFFFAOYSA-N,COC1(c2cccc(C(F)(F)F)c2)CCC(NCCCC(=O)c2ccc(F)cc2)CC1.Cl,-6.46620561,1.0,solvent_844,solute_6394,"polar,large"
NAVVOYFFGOHKJL-UHFFFAOYSA-N,c1ccc(-c2nc(N3CCCCC3)oc2-c2ccccc2)cc1,-6.45812881,1.0,solvent_844,solute_6395,"polar,large"
OCAPBUJLXMYKEJ-UHFFFAOYSA-N,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,-6.452507579,1.0,solvent_844,solute_6396,"non-polar,large"
CLOMYZFHNHFSIQ-UHFFFAOYSA-N,Cc1c(Cl)cccc1Nc1ncccc1C(=O)O,-6.450685436,1.0,solvent_844,solute_6397,"polar,small"
QTRALMGDQMIVFF-UHFFFAOYSA-N,CCOCCN(Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1)C(=O)C(Cl)Cl,-6.448866965,1.0,solvent_844,solute_6398,"polar,large"
FOQGDCBIMVXYSR-UHFFFAOYSA-N,CCN(CC)CCOC(=O)N1c2ccccc2Sc2ccccc21.Cl,-6.435527009,1.0,solvent_844,solute_6400,"polar,large"
PFKRTWCFCOUBHS-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCN(C)C.Cl,-6.433879049,1.0,solvent_844,solute_6401,"non-polar,large"
QTKBGOFNZQTOTA-UHFFFAOYSA-N,Br.CN(C)CCCC1c2ccccc2Sc2ccc(Cl)cc21,-6.430479266,1.0,solvent_844,solute_6402,"non-polar,large"
DTVJXCOMJLLMAK-UHFFFAOYSA-N,O=C(OCCOCCN1CCCCC1)N1c2ccccc2Sc2cccnc21,-6.429800114,1.0,solvent_844,solute_6403,"polar,large"
CHQGYMXXKZPWOI-UHFFFAOYSA-N,CN1C2CCC1CC(OC1c3ccccc3CCc3ccccc31)C2.O=C(O)CC(O)(CC(=O)O)C(=O)O,-6.428397649,1.0,solvent_844,solute_6404,"polar,large"
XVXVYISMBXFBHS-UHFFFAOYSA-N,O=C(OC1CC[NH+](CCc2ccccc2)CC1)C(c1ccccc1)c1ccccc1.[Cl-],-6.424634672,1.0,solvent_844,solute_6405,"polar,large"
JPNGOBZOWYGRFR-BTJKTKAUSA-N,CN1CCN(C2Cc3ccccc3Sc3c(Br)cccc32)CC1.O=C(O)C=CC(=O)O,-6.42035721,1.0,solvent_844,solute_6406,"polar,large"
GEXJJXJFZFVTFV-UHFFFAOYSA-N,COC(=O)C(C)(C)CCc1nc2sc(CCC(C)(C)C(=O)OC)nc2s1,-6.418623981,1.0,solvent_844,solute_6407,"polar,large"
ZDJJYFKGWFWSON-UHFFFAOYSA-N,CNc1ccnc(N2CCN(CCC(c3ccccc3)(c3ccccc3)c3ccccc3)CC2)n1,-6.410898088,1.0,solvent_844,solute_6408,"polar,large"
SGAJOYBPLOZFGE-UHFFFAOYSA-N,CCCCCCCCOc1ccccc1NC(=O)OCC[NH+]1CCCCC1.[Cl-],-6.408853449,1.0,solvent_844,solute_6409,"polar,large"
BWIOFDGLPHIMAP-BTJKTKAUSA-N,CCN(CC)CC1COC2(O1)c1ccccc1CCc1ccccc12.O=C(O)C=CC(=O)O,-6.408637542,1.0,solvent_844,solute_6410,"polar,large"
BQHBRMFSBVLTGL-UHFFFAOYSA-M,Cc1ccc(C(=O)NC(Cc2ccccc2)C(=O)[O-])cc1N(CCCl)CCCl.[Na+],-6.40563026,1.0,solvent_844,solute_6412,"polar,large"
LAOOXBLMIJHMFO-UHFFFAOYSA-N,CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12.Cl,-6.401925074,1.0,solvent_844,solute_6413,"polar,large"
ULLNJSBQMBKOJH-VIVFLBMVSA-N,CCOC1OC(C(COCc2ccccc2)OCc2ccccc2)C(OCc2ccccc2)C1O,-6.399380703,1.0,solvent_844,solute_6414,"polar,large"
LCRXWIKBUJLRRR-UHFFFAOYSA-N,COc1cc2c(cc1OC)C(CCc1cc(Cl)cc(Cl)c1OC)N(C)CC2,-6.398294704,1.0,solvent_844,solute_6415,"polar,large"
DVLBYTMYSMAKHP-UHFFFAOYSA-N,CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,-6.394867532,1.0,solvent_844,solute_6416,"polar,large"
MCWAFEJHLHEFOD-UHFFFAOYSA-N,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C.Cl,-6.394546458,1.0,solvent_844,solute_6417,"non-polar,large"
DEVDLFIOPPCXAW-UHFFFAOYSA-N,Cc1ccccc1CNCC1CCC(CNCc2ccccc2C)CC1.Cl.Cl,-6.3912901,1.0,solvent_844,solute_6418,"polar,large"
KCCCWBMAYXETHM-UHFFFAOYSA-N,Cc1ccc(CNCC2CCC(CNCc3ccc(C)cc3)CC2)cc1.Cl.Cl,-6.3912901,1.0,solvent_844,solute_6419,"polar,large"
RFIXURDMUINBMD-UHFFFAOYSA-N,CC(CCc1ccccc1)NC(C)C(O)c1cc(I)c(O)c(I)c1,-6.378267106,1.0,solvent_844,solute_6420,"polar,large"
XMNLGWOTBAOGKU-UHFFFAOYSA-N,Cc1cc2c(cc1C)C(CCc1ccc(Cl)cc1)[NH+](C)C(C)C2.[Cl-],-6.376832111,1.0,solvent_844,solute_6421,"non-polar,large"
LOEQGPPJCCUXEJ-UHFFFAOYSA-N,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12.CS(=O)(=O)O,-6.372397977,1.0,solvent_844,solute_6422,"polar,large"
SISNUVGPTCCAFS-UHFFFAOYSA-N,CCN(CC)CC1COC2(O1)c1ccccc1COc1ccc(Cl)cc12.O=C(O)C(=O)O,-6.371968454,1.0,solvent_844,solute_6423,"polar,large"
IMTAXJFNNPTBMW-UHFFFAOYSA-N,Cc1nc2ccc(Br)cc2c(=O)n1CCCNC1CCCCC1.Cl,-6.369836164,1.0,solvent_844,solute_6424,"polar,large"
AMHPDAAVNPTIAH-UHFFFAOYSA-N,CCN(CC)CCSCCOC(=O)N1c2ccccc2Sc2cccnc21.Cl,-6.353434844,1.0,solvent_844,solute_6425,"polar,large"
JBMWOJWZSMCBJJ-QZQOTICOSA-N,CCOC(=O)c1ccc(N=NC2C(=O)N(c3ccccc3)N=C2C)cc1,-6.351412219,1.0,solvent_844,solute_6426,"polar,large"
DEGBQQPZHARPFX-UHFFFAOYSA-N,CNC(C)CC12CC3(C)CC(CC(C)(C3)C1)C2c1ccccc1.Cl,-6.348418465,1.0,solvent_844,solute_6427,"non-polar,large"
BVWRBIHNYFOGFB-UHFFFAOYSA-N,C1=C2CC(=C1CNC1CCCCC1)C1=C2CC(CNC2CCCCC2)C1.Cl.Cl,-6.345579953,1.0,solvent_844,solute_6428,"polar,large"
HVZBLYFIPJDENZ-UHFFFAOYSA-N,CC1CCCCN1CCCOC(=O)c1ccc(C2CCCCC2)cc1,-6.342816038,1.0,solvent_844,solute_6429,"polar,large"
GTKDEBRRAOOCCY-UHFFFAOYSA-N,O=NN(CCCl)C(=O)NC1CCCCCCCCCCC1,-6.334620474,1.0,solvent_844,solute_6431,"polar,large"
HBFZMCOXWWZMGL-UHFFFAOYSA-N,CCCCCOc1ccc2c(c1)[nH]c1c(C)nccc12.Cl,-6.331752251,1.0,solvent_844,solute_6434,"polar,large"
UFIVBRCCIRTJTN-UHFFFAOYSA-N,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,-6.33169643,1.0,solvent_844,solute_6435,"polar,large"
VRHXTJPSLYPTOW-YAKHFBBESA-N,Cl.Clc1ccc2c(c1)C(=CCCCN1CCNCC1)c1ccccc1S2,-6.324460518,1.0,solvent_844,solute_6438,"non-polar,large"
XKZLLDQKULUMEB-UHFFFAOYSA-N,Cl.Cl.O=C(NCc1ccccc1Cl)C1CCC(C(=O)NCc2ccccc2Cl)CC1,-6.3192843,1.0,solvent_844,solute_6439,"polar,large"
XRPBPWMZJXTYTJ-UHFFFAOYSA-N,Clc1ccccc1C[NH2+]C12CCC([NH2+]Cc3ccccc3Cl)(CC1)CC2.[Cl-].[Cl-],-6.31855213,1.0,solvent_844,solute_6440,"polar,large"
OHEKTOKJOFXXFV-UHFFFAOYSA-N,CNC(C)CC12CC3CC(CC(C3)C1C1CCCCC1)C2.Cl,-6.317271318,1.0,solvent_844,solute_6441,"non-polar,large"
BGQDCDRDPCVLJE-UHFFFAOYSA-N,COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,-6.315090259,1.0,solvent_844,solute_6442,"polar,small"
OJLOPKGSLYJEMD-URPKTTJQSA-N,CCCCC(C)(O)CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC,-6.313866074,1.0,solvent_844,solute_6443,"polar,large"
YNIVVSNZEPMJMD-UHFFFAOYSA-N,Cl.Cl.c1ccc(CNCC2CCC(CSCc3ccccc3)CC2)cc1,-6.310027309,1.0,solvent_844,solute_6444,"non-polar,large"
AFYNWNWCDBFAJL-UHFFFAOYSA-N,Cc1cc2c(-c3ccccc3)c3cc(C)c(N)cc3nc2cc1N,-6.305772823,1.0,solvent_844,solute_6445,"polar,large"
IVFHUYCFFOSCLM-UHFFFAOYSA-N,CCN(CC)CCCN1c2ccccc2NC(=O)c2ccccc21,-6.300278714,1.0,solvent_844,solute_6446,"polar,large"
TWLNPRLUHNFDCS-UHFFFAOYSA-N,CC[NH+](CC)CCn1c2cc(Cl)ccc2c2ccc(OC)cc21.O=C([O-])C(=O)O,-6.297832757,1.0,solvent_844,solute_6447,"polar,large"
WLFCZUKGFJNFQY-UHFFFAOYSA-N,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.CS(=O)(=O)O,-6.295560632,1.0,solvent_844,solute_6448,"polar,large"
WGOLRGXJPQEOEH-UHFFFAOYSA-N,CNCC1CCC2(C1)c1ccccc1C=Cc1ccccc12.Cl,-6.29294962,1.0,solvent_844,solute_6449,"non-polar,large"
PCZFVTPRFQOIND-UHFFFAOYSA-M,O=C([O-])CCCCCCCCCCC1C=CCC1.[Na+],-6.286064107,1.0,solvent_844,solute_6451,"polar,small"
NEGMMKYAVYNLCG-UHFFFAOYSA-N,CCC1(c2ccccc2)C(=O)NC(=O)N1C,-6.28206134,1.0,solvent_844,solute_6452,"polar,small"
GFUKPDBFDRKRRO-YXLFCKQPSA-N,C(=Cc1cccc(C=Cc2ccccc2)n1)c1ccccc1,-6.276268726,1.0,solvent_844,solute_6453,"non-polar,small"
JVUWHIGJTFNRNT-UHFFFAOYSA-N,CC[NH+](CC)CCCOC(=O)n1c2ccccc2c2ccccc21.[Cl-],-6.2718079,1.0,solvent_844,solute_6454,"polar,large"
BKRMCDAOAQWNTG-UHFFFAOYSA-N,COc1ccc2[nH]c3c(C)c4ccncc4c(C)c3c2c1,-6.268255898,1.0,solvent_844,solute_6456,"polar,small"
