InChIKey,smiles_canon,LogS,occurence
DCZRBROKMNUBAE-UHFFFAOYSA-N,CCCCN1CCC(O)(c2cccs2)CC1.Cl,-2.411265578,1.0
HKMYUTZXBNCDAN-UHFFFAOYSA-N,COc1ccc2c(=O)c(C)c(C)oc2c1C[NH+]1CCOCC1.[Cl-],-2.407392195,1.0
ZMNSRFNUONFLSP-UHFFFAOYSA-N,COc1ccccc1OCC1CNC(=O)O1,-2.406244562,1.0
CADKCVKDIVHZRB-UHFFFAOYSA-N,CNCC(C)C1CCCCC1.Cl,-2.404197723,1.0
MFSMSTRTIKKQPV-UHFFFAOYSA-N,O=c1nc2occn2c(=O)n1-c1cccc(Cl)c1,-2.403973005,1.0
QCYKVLBHGCMWNC-RRAJOLSVSA-N,O=C(C[NH+]1CCOCC1)NN=Cc1ccc([N+](=O)[O-])o1.[Cl-],-2.403030582,1.0
RVBJGSPBFIUTTR-UHFFFAOYSA-N,CCC(=O)c1ccc2c(c1)OCO2,-2.402686899,1.0
LYQGEPVEGHFFJM-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2ccc(N)cc2)c(C)n1,-2.400727934,1.0
MEDQPHZEAUFCTK-UHFFFAOYSA-N,CC1=NN(Cc2ccccc2)C(=O)C1,-2.400207025,1.0
LACNYROKODNCOD-UHFFFAOYSA-N,CCn1c(=O)c(N(C)C)c(C)n(-c2ccccc2)c1=O,-2.399270337,1.0
TWFQJFPTTMIETC-UHFFFAOYSA-N,CCCCCCCCCCCCN.Cl,-2.398700351,1.0
ZHPJNOBWVPAADW-UHFFFAOYSA-N,Cc1cc(OCCCNCCSS(=O)(=O)O)nc2ccccc12,-2.396668661,1.0
QHWYYBXPBFQGNI-UHFFFAOYSA-N,CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1.Cl,-2.39620934,1.0
UADGDKCDJALXDM-UHFFFAOYSA-N,CC(C)OC(=O)c1ccccc1S(N)(=O)=O,-2.395762179,1.0
ALBKSGKUKJSKMQ-UHFFFAOYSA-N,Br.CCN(C)C(CC)(CC)CC,-2.395146851,1.0
VIIIJFZJKFXOGG-UHFFFAOYSA-N,Cc1cc2ccccc2oc1=O,-2.394824933,1.0
FASHSDVYBORDDB-UHFFFAOYSA-N,CC1COn2c1nc1ccccc1c2=O,-2.393587016,1.0
BIXYYZIIJIXVFW-UUOKFMHZSA-N,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1O,-2.39319678,1.0
BXTHDFJCJQJHKD-KMVLDZISSA-N,CN(C)C1C(=O)C(C(=O)NCO)=C(O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,-2.393193899,1.0
HMKSXJBFBVGLJJ-UHFFFAOYSA-N,O=C(O)CCCN1C(=O)c2ccccc2C1=O,-2.392339588,1.0
NZBGFGGNLREHFL-UHFFFAOYSA-N,Cl.Cl.c1ccc(CNCCNCc2ccccc2)cc1,-2.392109527,1.0
GKQGIQVSMCHAFX-IBEHDNSVSA-N,Cc1ccc(C(C)C)c(OC2OC(CO)C(O)C(O)C2O)c1,-2.39188158,1.0
FTZBYXCNXOPJEL-UHFFFAOYSA-N,CCC(C)(O)Cc1ccccc1,-2.390723628,1.0
VDTPWANKLYHAIC-UHFFFAOYSA-N,CCN(CC)CCN(CCN(CC)CC)CCN(CC)CC.Cl.Cl.Cl,-2.389254195,1.0
BUXFVGOUTJIYPK-UHFFFAOYSA-N,O=C(C[NH+]1CCCCC1)c1ccccc1.[Br-],-2.385433612,1.0
NWVNXDKZIQLBNM-UHFFFAOYSA-N,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,-2.384988883,1.0
KNOZCKSSLOTBPA-UHFFFAOYSA-N,CCC(=O)C1C(=O)c2ccccc2C1=O,-2.384634431,1.0
PEGCITODQASXKH-UHFFFAOYSA-N,CP(=O)(c1ccccc1)c1ccccc1,-2.384044404,1.0
GXPIUNZCALHVBA-UHFFFAOYSA-N,CC(=O)Nc1ccc(S(=O)(=O)Nc2cc(C)on2)cc1,-2.38392272,1.0
KAASYKNZNPWPQG-UHFFFAOYSA-N,COc1ccc2[nH]cc(CCN3CCCC3)c2c1,-2.383669641,1.0
XIYPXOFSURQTTJ-NSCUHMNNSA-N,CC(=O)C=Cc1ccc2c(c1)OCO2,-2.381523884,1.0
RODXRVNMMDRFIK-UHFFFAOYSA-N,COc1cc2ccc(=O)oc2cc1O,-2.380432773,1.0
OFCNXPDARWKPPY-UHFFFAOYSA-N,O=c1[nH]cnc2[nH]ncc12,-2.3800001,1.0
NNBPVTKXDTWSDW-UHFFFAOYSA-N,Cc1cc2c(O)c3c(=O)ccoc3c(OCC(O)C[NH2+]C(C)C)c2o1.[Cl-],-2.377307394,1.0
FFEYDPUBDJREFF-UHFFFAOYSA-N,CC(=O)c1cccc(OCC(O)C[NH2+]CCc2ccccc2)c1.[Cl-],-2.376570763,1.0
JHNRZXQVBKRYKN-VQHVLOKHSA-N,CC(=NO)c1ccccc1,-2.37560257,1.0
KSVBDCVNOLOLNW-UHFFFAOYSA-N,CN1CCCC1c1c[nH]c2ccc(Cl)cc12,-2.375366775,1.0
ROUPHMNZHLBCGO-UHFFFAOYSA-N,CN1CCCC1c1c[nH]c2cccc(Cl)c12,-2.375366775,1.0
VGGGPCQERPFHOB-RDBSUJKOSA-N,CC(C)CC(NC(=O)C(O)C(N)Cc1ccccc1)C(=O)O,-2.374806077,1.0
IDPUKCWIGUEADI-UHFFFAOYSA-N,O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,-2.373807027,1.0
UYBFTPVNECIZCO-UHFFFAOYSA-M,COC(C[Hg])CNC(=O)c1ccccc1OCC(=O)[O-].Cn1c(=O)c2[nH]cnc2n(C)c1=O.O.[Na+],-2.373082074,1.0
ZKXDXTSUMUNWII-AWFSDRIXSA-N,CC(=O)[O-].CC(C)C[NH2+]CC(=O)NN=Cc1ccc([N+](=O)[O-])o1,-2.37017593,1.0
IYBNXXLIJPVZSQ-UHFFFAOYSA-N,Cl.Clc1ccccc1OCCNC1CC1,-2.369403164,1.0
QVAJECHSUTYOLF-UHFFFAOYSA-N,O=C1C2C3CCC(O3)C2C(=O)N1Cc1ccc(Cl)cc1,-2.368072553,1.0
HTWRBOWJUNHVMN-VMPITWQZSA-N,CN1C2CCC1CN(CC=Cc1ccccc1)C2,-2.367438356,1.0
CTHUKFGHEPDDJE-UHFFFAOYSA-N,CCCCc1c(C)[nH]c(=S)[nH]c1=O,-2.366848077,1.0
XEAQIWGXBXCYFX-GUOLPTJISA-N,COC1=CC(=O)OC(C=Cc2ccccc2)C1,-2.366545098,1.0
JCDVXGPHXXODML-UHFFFAOYSA-N,NC(CSS(=O)(=O)O)=NCCCOCc1ccccc1,-2.366260689,1.0
DTESHEPEJUMCJO-UHFFFAOYSA-N,CC(Cc1ccccc1Cl)NN.Cl,-2.366000898,1.0
DIIMOZWYSXJOFG-UHFFFAOYSA-N,Cl.OCCNCCC12CC3CC(CC(C3)C1)C2,-2.365451196,1.0
OSIGJGFTADMDOB-UHFFFAOYSA-N,COc1cccc(C)c1,-2.365060893,1.0
PRVVGOHCHSLWDE-UHFFFAOYSA-N,O=NN(CCF)C(=O)NC1CSCSC1,-2.363445707,1.0
JQUKCPUPFALELS-UHFFFAOYSA-N,COc1cc(S(C)=O)ccc1-c1nc2ccncc2[nH]1,-2.363222217,1.0
QRJCDIVJPRWSMH-UHFFFAOYSA-N,CCCCOc1ccc(CC(=O)NO)cc1OC,-2.362239076,1.0
FSSICIQKZGUEAE-UHFFFAOYSA-N,CN(C)CCN(Cc1ccccc1)c1ccccn1.Cl,-2.361315797,1.0
DTGGNTMERRTPLR-UHFFFAOYSA-N,NC(Cc1ccccc1)c1ccccc1,-2.360485844,1.0
TVYLLZQTGLZFBW-ZBFHGGJFSA-N,COc1cccc(C2(O)CCCCC2CN(C)C)c1,-2.359509135,1.0
AMQSYJCKXPUEDR-UHFFFAOYSA-N,O=c1ccc2cc(Cl)ccc2o1,-2.359059416,1.0
LBIXEEKFDDQZKB-UHFFFAOYSA-N,CN(N)C(=O)c1cc(Cl)nc(Cl)c1,-2.358900987,1.0
QRQMZZNDJGHPHZ-UHFFFAOYSA-N,C=CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)NC)c(N)cc1OC,-2.358852142,1.0
QNVJZXLJNDOKRK-MBHUSPCXSA-N,Cl.OCCCN1CCC23CCCCC2C1Cc1ccc(O)cc13,-2.358511053,1.0
GJTMNUHTYIJXTJ-UHFFFAOYSA-N,COc1ccc2c(=O)c(C)c(C)oc2c1CN1CCOCC1,-2.358103811,1.0
CJVFJZNWXDFXHF-UHFFFAOYSA-N,CCOC(=O)c1cc(=O)c2ccccc2o1,-2.357052042,1.0
MATCWAFODDJQNN-UHFFFAOYSA-M,CCC1(c2ccccc2)OC(=O)[N-]C1=O.[Na+],-2.356398789,1.0
UNVLUPRQPLQYGW-UHFFFAOYSA-N,CCCCC(N)Cc1ccccc1,-2.356146885,1.0
QSFKGMJOKUZAJM-JXMYBXCISA-M,CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C.[Br-],-2.354468139,1.0
MOISIYYVKXTQOF-UHFFFAOYSA-N,Cl.OC(CNCC1CCc2ccccc2N1)c1ccccc1,-2.354360498,1.0
QJNSVIYGOVNUCN-UHFFFAOYSA-N,O=C1CCCc2ccccc2N1CC1=NCCN1,-2.352736203,1.0
UKLQXHUGTKWPSR-UHFFFAOYSA-M,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.[Br-],-2.351737727,1.0
DWNHSPCOMOSJRI-UHFFFAOYSA-N,C[n+]1c2ccccc2cc2ccc(N)cc21.[Br-],-2.350572521,1.0
OWJRDXJDAWXHST-UHFFFAOYSA-N,C[n+]1c2ccccc2c(N)c2ccccc21.[Br-],-2.350572521,1.0
MMAGCXHWOMQWKW-LIWIJTDLSA-N,CN1C2CCC1CC(OC(=O)c1ccccc1)C2.Cl,-2.34953962,1.0
CAZLTUGTURHFIJ-UHFFFAOYSA-N,CCN1CCN(CC)C(C(=O)Nc2ccccc2C)C1.O=NO.O=NO,-2.347414667,1.0
QOWSWEBLNVACCL-UHFFFAOYSA-N,O=C(O)Cc1ccc(Br)cc1,-2.347284598,1.0
HXEUYTYCYGECQO-UHFFFAOYSA-L,Cc1c2c(cc[n+]1CCC[N+]1(C)CCCC1)C1C=CC=CC1=N2.[Br-].[Br-],-2.347135718,1.0
DRVXIPMHENHGQH-UHFFFAOYSA-N,CCOc1ccc(Cc2cnc(N)nc2N)cc1OC,-2.345543176,1.0
SSGTUBQRKAFHOM-PCEILQJBSA-N,CC=C1C[NH+]2CCC1CC2C(O)c1cc[nH+]c2ccc(O)cc12.[Cl-].[Cl-],-2.345507434,1.0
WBUOVKBZJOIOAE-UHFFFAOYSA-N,N#Cc1cccc(Cl)c1,-2.345279631,1.0
RYAPRJDMWXYXKI-UHFFFAOYSA-N,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1C(C)=O,-2.344400907,1.0
BCPNATPABYLXNW-ZHACJKMWSA-N,CN(C)N=Nc1cccc(C(=O)O)c1,-2.34416146,1.0
DQTGDWXWOOUMFT-UHFFFAOYSA-N,Cn1c(Cl)nc2c1c(=O)n(CCO)c(=O)n2C.O=[N+]([O-])O,-2.343063117,1.0
VAMBUGIXOVLJEA-UHFFFAOYSA-N,CCCCNc1ccc(O)cc1,-2.341598143,1.0
VWMQXAYLHOSRKA-UHFFFAOYSA-N,Clc1ccc2ocnc2c1,-2.339955132,1.0
HRAKJMXGVYBTRV-UHFFFAOYSA-N,CCCCn1cnc2c(=S)nc[nH]c21,-2.338650453,1.0
XXMNRAZBBDMFIH-UHFFFAOYSA-N,CCC1CCC(c2c[nH]c3ccccc23)[NH2+]1.[Cl-],-2.33857774,1.0
GHDJWZZXXNZUST-UHFFFAOYSA-N,CC[NH+](CC)CCc1c[nH]c2ccccc12.[Cl-],-2.338295029,1.0
OUGSOKCMASPUBA-UHFFFAOYSA-N,O=C1C(N2CCCC2)CCN1c1ccccc1,-2.337008816,1.0
XDROKJSWHURZGO-UHFFFAOYSA-N,O=c1ccc2ccc3occc3c2o1,-2.335603961,1.0
KGFPEHPECNYMKJ-UHFFFAOYSA-N,CNCCCC12CC3CC(CC(C3)C1O)C2.Cl,-2.335487973,1.0
ABZLDANJLQFTLS-UHFFFAOYSA-N,CCc1cnc([N+](=O)[O-])n1CCOC(=O)CCC(=O)O,-2.334660872,1.0
BEQVQKJCLJBTKZ-UHFFFAOYSA-N,O=P(O)(c1ccccc1)c1ccccc1,-2.334517449,1.0
OQWLDKFPOJCKBX-UHFFFAOYSA-N,CN(C)CCN(Cc1ccsc1)c1ccccn1.Cl,-2.334111227,1.0
KFRSAMMHRXBCJH-UHFFFAOYSA-N,NC(CSSCC(N)=[NH+]CC1CCCC1)=[NH+]CC1CCCC1.[Cl-].[Cl-],-2.332992824,1.0
FAJSZEYRHIXUPR-UHFFFAOYSA-N,COC(=O)c1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,-2.332913502,1.0
UYOCGYKHIPHFBD-UHFFFAOYSA-N,CC1CCCCN1CCCOC(=O)c1cccnc1,-2.332526204,1.0
LAZPBGZRMVRFKY-HNCPQSOCSA-N,Cl.c1ccc(C2CN3CCSC3=N2)cc1,-2.332346451,1.0
DMSSTTLDFWKBSX-UHFFFAOYSA-N,O=c1nn[nH]c2ccccc12,-2.332031296,1.0
DMHTZWJRUUOALC-UHFFFAOYSA-N,O=c1[nH]c2cc(Br)ccc2o1,-2.330450322,1.0
DDNKJFBQMQOIKI-UHFFFAOYSA-N,O=c1[nH]c2ccc(Br)cc2o1,-2.330450322,1.0
KRNDIPHOJLIHRI-UHFFFAOYSA-N,N#Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,-2.32732102,1.0
PKVZBNCYEICAQP-UHFFFAOYSA-N,CNC1(C)C2CCC(C2)C1(C)C.Cl,-2.327287536,1.0
UVGQOPZEALYXKP-UHFFFAOYSA-N,C=CCOc1ccc(NC(C)=O)cc1,-2.326831234,1.0
FHGJSJFIQNQBCK-UHFFFAOYSA-N,COc1ccc(C(=O)CCC(=O)O)c2ccccc12,-2.326431736,1.0
MVHSJESGFPGIJJ-UHFFFAOYSA-N,CN1CC2CCC(C1)N2C(=O)c1ccccc1[N+](=O)[O-],-2.325875495,1.0
JNXAZWXNARKBOA-UHFFFAOYSA-N,CN1C2CCC1CN(C(=O)c1ccccc1[N+](=O)[O-])C2,-2.325875495,1.0
BCBFWTQLNBHDAB-UHFFFAOYSA-N,CC[NH+](CCCl)CCOc1ccccc1OC.[Cl-],-2.325651487,1.0
DTAAMVZDTXCCDV-UHFFFAOYSA-N,Cc1ccccc1NC(=O)OC1CCN(C)C1,-2.324447456,1.0
DQCKKXVULJGBQN-XFWGSAIBSA-N,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,-2.32108483,1.0
LIAWQASKBFCRNR-UHFFFAOYSA-N,CCOc1ccc(NC(=O)CC(C)O)cc1,-2.321077058,1.0
HMEDEBAJARCKCT-UHFFFAOYSA-N,NS(=O)(=O)c1cc(-c2nn[nH]n2)c(NCc2cccs2)cc1Cl,-2.320711132,1.0
BHNHHSOHWZKFOX-UHFFFAOYSA-N,Cc1cc2ccccc2[nH]1,-2.319624796,1.0
VPISOLDSBFMXDM-UHFFFAOYSA-N,CCCCc1nc2c([nH]1)c(=O)n(C)c(=O)n2C,-2.316512902,1.0
DUJCNGWLFREXBE-UHFFFAOYSA-N,CC(O)CNC(C)(C)Cc1ccc(Cl)cc1,-2.315196789,1.0
HRYJPHOTGFERGT-UHFFFAOYSA-N,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1.Cl,-2.313083664,1.0
OQDPVLVUJFGPGQ-UHFFFAOYSA-N,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1,-2.313052822,1.0
BARXDSNMNYUFCZ-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2ccc(N)cc2)nc1,-2.3112134,1.0
DZNHKWPUFQKTRB-UHFFFAOYSA-N,Cc1ccnc(NC(=O)c2ccc(N)cc2)c1,-2.3112134,1.0
OJJAQNZSNFIQSA-UHFFFAOYSA-N,Cc1cccc(NC(=O)c2ccc(N)cc2)n1,-2.3112134,1.0
QXYYYPFGTSJXNS-UHFFFAOYSA-N,NC(=O)c1ncn2c(=O)n(CCCl)nnc12,-2.310847279,1.0
VXSCPERJHPWROZ-UHFFFAOYSA-N,Cc1cc(C)c(O)cc1C,-2.309641647,1.0
JDMBNZQEQLWXRA-UHFFFAOYSA-N,O=S(=O)(O)SCCNCCCCCOc1ccncc1Br,-2.309062805,1.0
QWJRGNMSAAHHJP-UHFFFAOYSA-N,CC(Cc1ccccc1)OC(N)=O,-2.307423322,1.0
PFUAHBQDDRSAJC-UHFFFAOYSA-N,FC(F)(F)C1(C(F)(F)F)CCNCC1.O,-2.306808353,1.0
METWAQRCMRWDAW-UHFFFAOYSA-N,CCc1cccc(CC)c1O,-2.305216061,1.0
INDBQLZJXZLFIT-UHFFFAOYSA-N,COc1cc(NC(C)CCCN)c2ncccc2c1,-2.304650307,1.0
IIYWDRMGBBSUQS-KTKRTIGZSA-N,N#CN=[N+]([O-])c1ccccc1,-2.304161103,1.0
WTLJHBLVUSNPSV-UHFFFAOYSA-N,CCOC(=O)C(=O)N1CC=Cc2ccccc21,-2.303385798,1.0
PJNPZIYGODMAQE-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)c(CCl)c1,-2.303302549,1.0
NZQJDEJTKKTQOI-UHFFFAOYSA-N,Br.CCN(C)C(C)(C)C(C)(C)C,-2.301418497,1.0
MZPCTRNDYNHZQE-UHFFFAOYSA-N,CC(=O)Oc1cccc2cccnc12,-2.300422587,1.0
ZFDPAZDODACYOG-UHFFFAOYSA-M,Cc1c(NCS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.[Na+],-2.300093897,1.0
CVGRWCDFXQGLOY-UHFFFAOYSA-N,NC(=O)OCCN1Cc2ccc([N+](=O)[O-])cc2CO1,-2.29979829,1.0
XBQMOSVDTGDYFV-GQCTYLIASA-N,COc1ccc(C=CC(=O)NO)cc1C,-2.299417192,1.0
AKWIIELWJKTVGQ-UHFFFAOYSA-N,Cn1c(=O)c2c(nc(Cl)n2CO)n(C)c1=O.O=[N+]([O-])O,-2.297720986,1.0
IYETZZCWLLUHIJ-UHFFFAOYSA-N,C#CCN(C)C(C)Cc1ccccc1.Cl,-2.296672954,1.0
HRACVNXTSHEBIU-UHFFFAOYSA-N,CCN(CC)CCOC(=O)c1ccc(N)cc1O.Nc1ccc(C(=O)O)c(O)c1,-2.296184504,1.0
SYNKGZURWSKSDC-ONXXMXGDSA-N,CN1C2CCC1CC(Oc1ccccc1)C2,-2.295691024,1.0
DGUOEMCUTWLIGZ-YDBSYXHISA-N,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(Nc4ccccc4)C3=O)N1CC1NC12,-2.294133028,1.0
YECIFGHRMFEPJK-UHFFFAOYSA-N,CCN(CC)CC(=O)Nc1c(C)cccc1C.Cl.O,-2.293303929,1.0
LBKPGNUOUPTQKA-UHFFFAOYSA-N,CCOC(=O)Nc1ccccc1,-2.291132302,1.0
WXAYTPABEADAAB-UHFFFAOYSA-N,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl,-2.290791172,1.0
FDGQSTZJBFJUBT-UHFFFAOYSA-N,O=c1[nH]cnc2nc[nH]c12,-2.29,1.0
FTCYKZUJBNQKIH-UHFFFAOYSA-N,C=C(Cl)C[NH+](CCCl)CCCl.[Cl-],-2.289156587,1.0
VBCRAMVMTKQGPM-UHFFFAOYSA-N,COc1ccc2nccc(C(O)CN3CCCCC3)c2c1.Cl,-2.288869847,1.0
VYPFMCZCVQRZQJ-UHFFFAOYSA-N,N#CCNc1ccccc1C(=O)O,-2.28876815,1.0
QRWRJDVVXAXGBT-UHFFFAOYSA-N,CC1Cc2ccccc2N1,-2.288160546,1.0
OBRDCSSSDNLWTA-UHFFFAOYSA-N,CC(Cc1cccc(Cl)c1)NN,-2.287752369,1.0
XXEPPPIWZFICOJ-UHFFFAOYSA-N,CCN(CC)C(C)C(=O)c1ccccc1,-2.287495084,1.0
GHXBWQDBWRSARY-DYWKTHLTSA-N,CN1CCC23CCCCC2C1Cc1ccc(O)cc13.O=P(O)(O)O,-2.285864161,1.0
ULKNJYDXLYMGFB-UHFFFAOYSA-N,O=C(O)CCC1NC(=S)N(c2ccccc2)C1=O,-2.285374969,1.0
FWWDFDMCZLOXQI-UHFFFAOYSA-N,CC(C)(C)C(=O)NNCc1ccccc1,-2.285092293,1.0
UIIMQLPOAXFKFW-UHFFFAOYSA-N,CC(CCC(=O)O)c1ccccc1,-2.283248112,1.0
XFJUBSCJIVHSLU-UHFFFAOYSA-N,CC(=O)c1ccccc1OCC(O)C[NH+](C(C)C)C(C)C.[Cl-],-2.280290121,1.0
XQRALZKQYRLRST-UHFFFAOYSA-N,CC(=O)c1cccc(OCC(O)CN(C(C)C)C(C)C)c1.Cl,-2.280290121,1.0
WIGLWDYSZRNQOI-UHFFFAOYSA-N,CCC(CCN(C)C)(C(N)=O)c1ccccc1,-2.279946874,1.0
LNNWVNGFPYWNQE-GMIGKAJZSA-N,CN1CCC23c4c5ccc(O)c4OC2CCCC3C1C5,-2.27973095,1.0
VFZQJKXVHYZXMM-UHFFFAOYSA-N,O=C(O)Cc1csc2ccccc12,-2.279504288,1.0
XDPKQGKEOCYMQC-UHFFFAOYSA-N,O=C1CC(=O)N(c2ccccc2)N1c1ccccc1,-2.278999832,1.0
WSHBUVWBGHKXLX-UHFFFAOYSA-N,Cc1csc([N-]S(=O)(=O)c2ccc(N)cc2)n1.[Na+],-2.27684809,1.0
AFDJQFFKYDCYIG-JSGFVSQVSA-M,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C([O-])=N1.[Na+],-2.275329702,1.0
XHRKBDQMDPKJMB-UHFFFAOYSA-N,Cn1c(=O)c2c(nc(Cl)n2CO)n(C)c1=O.O=NO,-2.274527319,1.0
ZDQJMUIEQNGXTC-UHFFFAOYSA-N,C[NH+](C)CCCN1C(=O)COc2ccc(Cl)cc21.[Cl-],-2.272395516,1.0
YBIRDHJXPIORJB-UHFFFAOYSA-N,Nc1ncc(Cc2ccc3c(c2)OCO3)c(N)n1,-2.271566097,1.0
QPXULTOHMFSFKO-UHFFFAOYSA-N,CCCCC1(CC)C(=O)NC(=O)NC1=O.[Na],-2.271138779,1.0
GVSJHNWVRSBRMB-UHFFFAOYSA-M,CCCCCCC=O.O=S([O-])O.[Na+],-2.270754461,1.0
LSSUMOWDTKZHHT-UHFFFAOYSA-N,CCN(CC)CCc1c[nH]c2ccccc12,-2.270654746,1.0
QHWDUJPWCGEBTH-UHFFFAOYSA-N,Nc1ccc(C(=O)Nc2ccccc2)cc1,-2.26994694,1.0
KPSPULPPMWHXGE-UHFFFAOYSA-N,Nc1cccc(C(=O)Nc2ccccc2)c1,-2.26994694,1.0
OTXYXYOEXXRCPM-UHFFFAOYSA-N,CCCN(CCC)C(=O)c1nnn(-c2ccccc2)c1C,-2.269420447,1.0
HFZWIOMMCVHMSX-UHFFFAOYSA-N,CC(C)Nc1ccccc1C(N)=O,-2.269355566,1.0
NWHUWTFLOIGXEA-UHFFFAOYSA-N,COC(=O)c1cnc2n(c1=O)C(C)CCC2,-2.268735895,1.0
KTTKGQINVKPHLY-DOCRCCHOSA-N,Cc1c2c(c(O)c3c(O)cccc13)C(=O)C1(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C1C2,-2.268114812,1.0
IRMGMLDQRYBJGV-UHFFFAOYSA-N,CCS(=O)c1ccc(OCC(O)CN2CCN(c3ccccc3)CC2)cc1.Cl.Cl,-2.267917765,1.0
CNBCNHHPIBKYBO-NSCUHMNNSA-N,COc1ccc(C=CC#N)cc1,-2.266907175,1.0
HVCOBJNICQPDBP-UHFFFAOYSA-N,CCCCCCCC(CC(=O)O)OC(=O)CC(CCCCCCC)OC1OC(C)C(O)C(OC2OC(C)C(O)C(O)C2O)C1O.O,-2.266599376,1.0
UOCJDOLVGGIYIQ-PBFPGSCMSA-N,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3cn[nH]n3)CSC12)c1ccc(O)cc1,-2.266303058,1.0
IYBQHJMYDGVZRY-UHFFFAOYSA-N,CCN(CC)CC(=O)Nc1c(C)cccc1C.Cl,-2.265332913,1.0
DPEHDUYRYHMVNX-UHFFFAOYSA-N,CCN1CCN(CC)C(C(=O)Nc2ccccc2)C1.O=NO.O=NO,-2.265153992,1.0
QTSCXKZZWJJBON-UHFFFAOYSA-N,CC(C)NNCc1ccccc1.Cl,-2.265142535,1.0
WIOLAWBMDVBVDE-UHFFFAOYSA-N,O=S(=O)(O)SCCNCCCCCc1ccccc1,-2.264581729,1.0
WVFGKGPFQSEWON-DYWKTHLTSA-N,Br.CN1CCC23CCCCC2C1Cc1ccc(O)cc13,-2.264470053,1.0
MORVOYPJRATMRS-UHFFFAOYSA-N,Cn1c(=O)c2c(ncn2CCCCl)n(C)c1=O,-2.263280914,1.0
FXFYOPQLGGEACP-UHFFFAOYSA-N,Cc1ccc2oc(=O)ccc2c1,-2.261438469,1.0
VTAGVKVPFBOVRM-UHFFFAOYSA-N,CC[N+](C)(C)CCC(C(N)=O)(c1ccccc1)c1ccccc1.[Br-],-2.26093895,1.0
ZEMGGZBWXRYJHK-UHFFFAOYSA-N,O=c1cc[nH]c(=S)[nH]1,-2.26,1.0
KTORKRBAIRTBCP-UHFFFAOYSA-N,O=C(O)c1nsc2ccccc12,-2.259444101,1.0
VYOUHDLOIRJOSW-UHFFFAOYSA-N,CCCC[c-]1c(=O)n(-c2ccccc2)n(-c2ccccc2)c1=O.[Na+],-2.258920026,1.0
KFDZTHIWFNKNAO-UHFFFAOYSA-N,O=C(Nc1ncc[nH]1)c1ccc([N+](=O)[O-])cc1,-2.258650394,1.0
LDYJXVUOVPVZKA-UHFFFAOYSA-N,CN(C)CCN(Cc1cccs1)c1ccccc1,-2.258484856,1.0
VWBQYTRBTXKKOG-IYNICTALSA-M,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)[O-])C21.[Na+],-2.258196312,1.0
LPKNOKRDTBOPAZ-UHFFFAOYSA-N,CCC(CCN1CCOCC1)(C(N)=O)c1ccccc1,-2.256815182,1.0
CQEWMIYTLWJAAY-UHFFFAOYSA-N,CCn1c(=O)oc2ccccc21,-2.255528059,1.0
AHCLKGZTPQXOQK-UHFFFAOYSA-N,Cc1ccccc1OCC[NH2+]CCCl.[Cl-],-2.255208259,1.0
YDTRHUZOOVJOAN-UHFFFAOYSA-N,Cc1sc(O)c(-c2ccccc2)c(=O)c1C(=O)O,-2.254410647,1.0
DUTLJDUDHBSLFN-UHFFFAOYSA-N,CC(=O)N1Cc2ccc([N+](=O)[O-])cc2CO1,-2.253322369,1.0
FFRVMAQKEPCGOM-UHFFFAOYSA-N,CC(=O)N1Cc2cc([N+](=O)[O-])ccc2CO1,-2.253322369,1.0
NOEMEJJCNDUHJT-UHFFFAOYSA-N,CC(C)Cc1nc2c([nH]1)c(=O)n(C)c(=O)n2C,-2.252843822,1.0
WNQVHMFKZVBQGL-VMPITWQZSA-N,CCOc1ccc(C=CC(=O)NO)cc1,-2.251992542,1.0
CSGBRIWXMBIKEM-UHFFFAOYSA-N,CCOc1cc(C(=O)N(CC)CC)ccc1O,-2.251444267,1.0
